blockindex	stim	cresp	acc	rt	resp	category	width	angle	ignore	gl	ignore2	stimindex	sub	resp1	resp6	cresp6	cresp1
91	tree37.jpg	1	1	0.623726	1	2	97.5549	88.97	-1	1	0	10	102	1	0	0	1
92	tree11.jpg	1	1	0.733679	1	2	63.4243	57.08	-1	1	0	9	102	1	0	0	1
93	tree11.jpg	1	1	0.718042	1	2	56.5219	53.33	-1	1	0	10	102	1	0	0	1
95	tree18.jpg	6	0	0.684937	1	1	58.7238	82.65	-1	-1	0	13	102	1	0	1	0
96	tree11.jpg	1	1	0.763928	1	2	76.1362	60.52	-1	1	0	11	102	1	0	0	1
97	tree31.jpg	6	1	0.986137	6	2	70.8763	66.89	-1	1	0	14	102	0	1	1	0
98	tree37.jpg	1	1	0.632747	1	2	49.2036	39.98	-1	1	0	11	102	1	0	0	1
99	tree37.jpg	1	1	0.540149	1	2	42.5884	30.61	-1	1	0	12	102	1	0	0	1
101	tree28.jpg	6	0	0.62751	1	1	37.998	59.31	-1	-1	0	12	102	1	0	1	0
102	tree18.jpg	6	0	0.554738	1	1	26.7437	60.18	-1	-1	0	14	102	1	0	1	0
106	tree11.jpg	1	1	0.717743	1	2	41.8753	28.71	-1	1	0	12	102	1	0	0	1
107	tree16.jpg	1	1	0.892158	1	2	73.7822	64.54	-1	1	0	13	102	1	0	0	1
108	tree16.jpg	1	1	0.744243	1	2	68.1479	61.14	-1	1	0	14	102	1	0	0	1
110	tree31.jpg	6	0	0.631881	1	1	29.6956	52.04	-1	-1	0	15	102	1	0	1	0
112	tree28.jpg	6	1	1.473311	6	2	56.1614	52.01	-1	1	0	13	102	0	1	1	0
113	tree28.jpg	6	1	0.640417	6	2	51.8177	44.64	-1	1	0	14	102	0	1	1	0
114	tree28.jpg	6	1	0.541595	6	2	72.2148	53.32	-1	1	0	15	102	0	1	1	0
115	tree37.jpg	1	1	0.927374	1	2	51.9897	39.07	-1	1	0	13	102	1	0	0	1
116	tree37.jpg	1	1	0.957439	1	2	39.0454	33.41	-1	1	0	14	102	1	0	0	1
117	tree16.jpg	1	1	0.904942	1	2	62.6809	48.43	-1	1	0	15	102	1	0	0	1
119	tree11.jpg	1	1	0.868556	1	2	59.5948	42.4	-1	1	0	13	102	1	0	0	1
123	tree28.jpg	6	0	0.9902	1	1	49.2636	72.74	-1	-1	0	16	102	1	0	1	0
124	tree28.jpg	6	1	0.53535	6	2	46.4397	32.85	-1	1	0	17	102	0	1	1	0
127	tree16.jpg	1	1	0.782229	1	2	72.1127	62.67	-1	1	0	16	102	1	0	0	1
128	tree11.jpg	1	1	0.698682	1	2	59.83	52.72	-1	1	0	14	102	1	0	0	1
129	tree18.jpg	6	0	1.036475	1	1	20.8836	56.16	-1	-1	0	15	102	1	0	1	0
130	tree18.jpg	6	1	0.449629	6	2	65.6688	55.64	-1	1	0	16	102	0	1	1	0
131	tree16.jpg	1	1	0.70248	1	2	35.8647	33.68	-1	1	0	17	102	1	0	0	1
132	tree28.jpg	6	1	0.888035	6	2	44.0006	28.5	-1	1	0	18	102	0	1	1	0
133	tree28.jpg	6	1	0.828353	6	2	39.3732	36.15	-1	1	0	19	102	0	1	1	0
134	tree11.jpg	1	1	0.723941	1	2	49.8311	43.67	-1	1	0	15	102	1	0	0	1
135	tree11.jpg	1	1	0.530088	1	2	53.3718	41.65	-1	1	0	16	102	1	0	0	1
1	tree11.jpg	1	1	0.913422	1	2	46.9637	32.91	-1	1	0	17	102	1	0	0	1
2	tree31.jpg	6	0	0.826285	1	1	24.6804	44.17	-1	-1	0	16	102	1	0	1	0
3	tree28.jpg	6	1	0.653122	6	2	65.1874	59.03	-1	1	0	20	102	0	1	1	0
5	tree18.jpg	6	0	1.258357	1	1	26.5458	52.82	-1	-1	0	17	102	1	0	1	0
7	tree37.jpg	1	1	0.954566	1	2	72.1961	63.58	-1	1	0	15	102	1	0	0	1
8	tree37.jpg	1	1	0.804449	1	2	56.7145	45.13	-1	1	0	16	102	1	0	0	1
9	tree31.jpg	6	0	0.949975	1	1	25.2171	50.84	-1	-1	0	17	102	1	0	1	0
10	tree31.jpg	6	1	0.527661	6	2	51.8978	39.24	-1	1	0	18	102	0	1	1	0
11	tree28.jpg	6	0	1.217759	1	1	50.7082	79.27	-1	-1	0	21	102	1	0	1	0
12	tree16.jpg	1	1	0.872569	1	2	29.9151	25.19	-1	1	0	18	102	1	0	0	1
13	tree11.jpg	1	1	0.814526	1	2	71.6678	63.2	-1	1	0	18	102	1	0	0	1
14	tree11.jpg	1	1	0.590886	1	2	72.6268	58.68	-1	1	0	19	102	1	0	0	1
15	tree11.jpg	1	0	0.603019	6	1	14.136	48.55	-1	-1	0	20	102	0	1	0	1
16	tree18.jpg	6	0	0.968535	1	1	33.0092	55.35	-1	-1	0	18	102	1	0	1	0
17	tree11.jpg	1	0	0.558019	6	1	42.2403	65.4	-1	-1	0	21	102	0	1	0	1
18	tree11.jpg	1	0	0.540064	6	1	40.189	61.67	-1	-1	0	22	102	0	1	0	1
20	tree16.jpg	1	1	1.0335	1	2	61.3083	48.35	-1	1	0	19	102	1	0	0	1
23	tree18.jpg	6	0	0.515006	1	1	19.9132	45.69	-1	-1	0	19	102	1	0	1	0
24	tree31.jpg	6	1	0.626691	6	2	17.6361	10.04	-1	1	0	19	102	0	1	1	0
25	tree18.jpg	6	1	0.786313	6	2	79.532	62.64	-1	1	0	20	102	0	1	1	0
27	tree37.jpg	1	1	0.961561	1	2	41.0658	36.78	-1	1	0	17	102	1	0	0	1
28	tree28.jpg	6	0	1.031199	1	1	45.4312	68.75	-1	-1	0	22	102	1	0	1	0
29	tree37.jpg	1	0	1.546419	6	1	62.3115	92.39	-1	-1	0	18	102	0	1	0	1
30	tree37.jpg	1	1	0.506456	1	2	85.3318	76.81	-1	1	0	19	102	1	0	0	1
31	tree18.jpg	6	0	1.107861	1	1	18.3887	37.97	-1	-1	0	21	102	1	0	1	0
32	tree28.jpg	6	0	1.02062	1	1	27.6359	50.51	-1	-1	0	23	102	1	0	1	0
34	tree18.jpg	6	1	0.61594	6	2	54.7701	45.87	-1	1	0	22	102	0	1	1	0
35	tree18.jpg	6	1	0.47391	6	2	43.9139	39.63	-1	1	0	23	102	0	1	1	0
36	tree18.jpg	6	1	0.478993	6	2	64.4871	57.59	-1	1	0	24	102	0	1	1	0
37	tree11.jpg	1	1	1.530566	1	2	68.0566	57.83	-1	1	0	23	102	1	0	0	1
38	tree11.jpg	1	1	0.569118	1	2	55.892	48.53	-1	1	0	24	102	1	0	0	1
39	tree37.jpg	1	1	0.90976	1	2	66.7859	55.09	-1	1	0	20	102	1	0	0	1
40	tree18.jpg	6	0	0.902732	1	1	10.7928	44.2	-1	-1	0	25	102	1	0	1	0
41	tree37.jpg	1	1	0.783834	1	2	76.5549	62.66	-1	1	0	21	102	1	0	0	1
43	tree31.jpg	6	1	0.591168	6	2	62.3103	51.61	-1	1	0	20	102	0	1	1	0
44	tree31.jpg	6	1	0.675832	6	2	51.1817	45.26	-1	1	0	21	102	0	1	1	0
45	tree37.jpg	1	0	1.02217	6	1	41.8451	68.76	-1	-1	0	22	102	0	1	0	1
49	tree16.jpg	1	1	0.813807	1	2	68.3297	54.69	-1	1	0	20	102	1	0	0	1
50	tree16.jpg	1	1	0.531489	1	2	80.1293	73.45	-1	1	0	21	102	1	0	0	1
51	tree16.jpg	1	1	0.688431	1	2	83.3	73.97	-1	1	0	22	102	1	0	0	1
52	tree37.jpg	1	0	1.056145	6	1	47.1198	70.93	-1	-1	0	23	102	0	1	0	1
53	tree16.jpg	1	1	0.73506	1	2	71.103	62.19	-1	1	0	23	102	1	0	0	1
54	tree18.jpg	6	1	1.0195	6	2	63.0976	48.94	-1	1	0	26	102	0	1	1	0
55	tree37.jpg	1	0	0.964191	6	1	14.8837	44.29	-1	-1	0	24	102	0	1	0	1
56	tree31.jpg	6	1	0.901251	6	2	55.1388	40.86	-1	1	0	22	102	0	1	1	0
57	tree31.jpg	6	1	0.720292	6	2	72.6641	69.91	-1	1	0	23	102	0	1	1	0
59	tree11.jpg	1	0	1.184712	6	1	37.0545	63.87	-1	-1	0	25	102	0	1	0	1
61	tree16.jpg	1	1	0.611212	1	2	46.3076	38.43	-1	1	0	24	102	1	0	0	1
62	tree31.jpg	6	1	0.673803	6	2	54.0355	47.2	-1	1	0	24	102	0	1	1	0
63	tree16.jpg	1	1	0.637396	1	2	67.5998	58.11	-1	1	0	25	102	1	0	0	1
64	tree28.jpg	6	1	1.51204	6	2	79.5106	67.47	-1	1	0	24	102	0	1	1	0
65	tree11.jpg	1	1	0.823938	1	2	77.672	67.89	-1	1	0	26	102	1	0	0	1
66	tree28.jpg	6	1	0.831381	6	2	31.9414	26.35	-1	1	0	25	102	0	1	1	0
67	tree28.jpg	6	0	0.748956	1	1	34.1932	65.29	-1	-1	0	26	102	1	0	1	0
68	tree28.jpg	6	0	0.672813	1	1	21.9928	42.95	-1	-1	0	27	102	1	0	1	0
70	tree31.jpg	6	1	0.69265	6	2	69.1003	61.43	-1	1	0	25	102	0	1	1	0
71	tree31.jpg	6	1	0.501132	6	2	68.0779	58.87	-1	1	0	26	102	0	1	1	0
72	tree18.jpg	6	1	0.927128	6	2	70.4464	57.79	-1	1	0	27	102	0	1	1	0
74	tree37.jpg	1	1	1.135917	1	2	70.1271	61.4	-1	1	0	25	102	1	0	0	1
75	tree28.jpg	6	0	1.044058	1	1	45.9811	82.59	-1	-1	0	28	102	1	0	1	0
77	tree31.jpg	6	1	0.883682	6	2	32.553	22.25	-1	1	0	27	102	0	1	1	0
80	tree18.jpg	6	1	0.710114	6	2	63.6154	55.37	-1	1	0	28	102	0	1	1	0
81	tree11.jpg	1	0	1.499098	6	1	50.0105	81.63	-1	-1	0	27	102	0	1	0	1
82	tree37.jpg	1	0	1.257851	6	1	55.6743	83.26	-1	-1	0	26	102	0	1	0	1
83	tree31.jpg	6	1	0.756283	6	2	38.6345	22.01	-1	1	0	28	102	0	1	1	0
85	tree37.jpg	1	0	1.29886	6	1	46.3543	77.33	-1	-1	0	27	102	0	1	0	1
88	tree11.jpg	1	1	1.433402	1	2	98.4084	83.65	-1	1	0	28	102	1	0	0	1
89	tree18.jpg	6	0	1.305027	1	1	42.6688	61.2	-1	-1	0	29	102	1	0	1	0
90	tree37.jpg	1	0	0.855645	6	1	40.468	60.69	-1	-1	0	28	102	0	1	0	1
92	tree16.jpg	1	1	0.685854	1	2	75.7607	70.01	-1	1	0	26	102	1	0	0	1
93	tree16.jpg	1	1	0.705059	1	2	64.6754	57.32	-1	1	0	27	102	1	0	0	1
95	tree31.jpg	6	1	0.648117	6	2	68.2976	54.22	-1	1	0	29	102	0	1	1	0
96	tree31.jpg	6	1	0.64346	6	2	58.3022	54.23	-1	1	0	30	102	0	1	1	0
97	tree16.jpg	1	1	0.61231	1	2	60.4506	54.1	-1	1	0	28	102	1	0	0	1
98	tree31.jpg	6	0	0	5	0	0	0	0	0	0	31	102	0	0	1	0
100	tree11.jpg	1	1	0.809945	1	2	66.3039	48.89	-1	1	0	29	102	1	0	0	1
101	tree28.jpg	6	1	0.709559	6	2	55.4937	44.91	-1	1	0	29	102	0	1	1	0
102	tree11.jpg	1	1	0.708019	1	2	48.4761	45.28	-1	1	0	30	102	1	0	0	1
103	tree16.jpg	1	1	0.616291	1	2	46.9745	28.35	-1	1	0	29	102	1	0	0	1
106	tree37.jpg	1	0	0.85463	6	1	52.615	84.05	-1	-1	0	29	102	0	1	0	1
109	tree11.jpg	1	1	0.679341	1	2	78.158	65.71	-1	1	0	31	102	1	0	0	1
110	tree37.jpg	1	0	0.705645	6	1	20.4873	43.89	-1	-1	0	30	102	0	1	0	1
111	tree16.jpg	1	1	0.815817	1	2	60.8297	48.39	-1	1	0	30	102	1	0	0	1
112	tree11.jpg	1	1	0.940258	1	2	73.7466	66.13	-1	1	0	32	102	1	0	0	1
113	tree28.jpg	6	1	0.817635	6	2	79.8104	68.96	-1	1	0	30	102	0	1	1	0
115	tree37.jpg	1	1	0.636623	1	2	77.9987	69.3	-1	1	0	31	102	1	0	0	1
116	tree31.jpg	6	1	0.781452	6	2	87.0774	82.62	-1	1	0	32	102	0	1	1	0
119	tree28.jpg	6	1	1.015446	6	2	83.3739	75.44	-1	1	0	31	102	0	1	1	0
121	tree31.jpg	6	1	0.888704	6	2	31.9848	19.12	-1	1	0	33	102	0	1	1	0
122	tree16.jpg	1	1	0.656269	1	2	76.9295	68.19	-1	1	0	31	102	1	0	0	1
123	tree18.jpg	6	1	1.269155	6	2	87.1318	73.58	-1	1	0	30	102	0	1	1	0
124	tree18.jpg	6	1	1.065883	6	2	35.6375	17.61	-1	1	0	31	102	0	1	1	0
125	tree16.jpg	1	1	0.752583	1	2	74.8969	66.57	-1	1	0	32	102	1	0	0	1
126	tree11.jpg	1	1	0.990375	1	2	66.9732	55.82	-1	1	0	33	102	1	0	0	1
127	tree18.jpg	6	0	1.459899	1	1	62.7485	81.47	-1	-1	0	32	102	1	0	1	0
129	tree16.jpg	1	1	0.957267	1	2	57.5057	38.46	-1	1	0	33	102	1	0	0	1
130	tree37.jpg	1	1	1.004767	1	2	34.4123	28.97	-1	1	0	32	102	1	0	0	1
131	tree37.jpg	1	0	0.764482	6	1	50.6175	76.52	-1	-1	0	33	102	0	1	0	1
132	tree18.jpg	6	0	1.330053	1	1	34.9101	69.27	-1	-1	0	33	102	1	0	1	0
133	tree28.jpg	6	1	1.024482	6	2	60.9924	61.14	-1	1	0	32	102	0	1	1	0
134	tree28.jpg	6	1	1.016172	6	2	100	89.88	-1	1	0	33	102	0	1	1	0
135	tree16.jpg	1	0	1.268246	6	1	49.475	79.17	-1	-1	0	34	102	0	1	0	1
1	tree30.jpg	6	0	0.462935	1	2	77.9987	69.3	-1	-1	0	1	103	1	0	1	0
2	tree30.jpg	6	1	0.441175	6	1	49.3943	77.3	-1	1	0	2	103	0	1	1	0
3	tree35.jpg	1	0	0.526927	6	2	88.8364	86.17	-1	-1	0	1	103	0	1	0	1
4	tree35.jpg	1	1	0.268278	1	1	63.6909	86.5	-1	1	0	2	103	1	0	0	1
5	tree16.jpg	1	0	0.552114	6	2	71.528	61.9	-1	-1	0	1	103	0	1	0	1
7	tree35.jpg	1	0	0.624934	6	2	60.0296	51.04	-1	-1	0	3	103	0	1	0	1
8	tree26.jpg	6	0	0.447993	1	2	44.6351	34.52	-1	-1	0	1	103	1	0	1	0
9	tree35.jpg	1	0	0.540908	6	2	34.8889	35.94	-1	-1	0	4	103	0	1	0	1
10	tree30.jpg	6	0	0.364272	1	2	68.2355	60.11	-1	-1	0	3	103	1	0	1	0
15	tree31.jpg	1	1	0.596182	1	1	20.8836	56.16	-1	1	0	1	103	1	0	0	1
16	tree35.jpg	1	1	0.533488	1	1	12.6189	39.81	-1	1	0	5	103	1	0	0	1
17	tree31.jpg	1	0	0.668352	6	2	47.2738	37.93	-1	-1	0	2	103	0	1	0	1
18	tree30.jpg	6	0	0.617819	1	2	46.3076	38.43	-1	-1	0	4	103	1	0	1	0
19	tree31.jpg	1	0	0.599102	6	2	54.7841	51.35	-1	-1	0	3	103	0	1	0	1
20	tree31.jpg	1	1	0.533508	1	1	42.3615	66.11	-1	1	0	4	103	1	0	0	1
21	tree19.jpg	6	1	0.543706	6	1	15.613	37.98	-1	1	0	1	103	0	1	1	0
22	tree16.jpg	1	1	0.508784	1	1	26.5458	52.82	-1	1	0	2	103	1	0	0	1
23	tree16.jpg	1	1	0.40973	1	1	51.5527	75.4	-1	1	0	3	103	1	0	0	1
26	tree26.jpg	6	1	0.422739	6	1	62.7485	81.47	-1	1	0	2	103	0	1	1	0
27	tree26.jpg	6	1	0.789704	6	1	80.4022	104.94	-1	1	0	3	103	0	1	1	0
28	tree19.jpg	6	1	0.764368	6	1	43.8909	64.21	-1	1	0	2	103	0	1	1	0
29	tree19.jpg	6	1	0.509482	6	1	8.9953	42.36	-1	1	0	3	103	0	1	1	0
30	tree30.jpg	6	0	0.575089	1	2	62.6809	48.43	-1	-1	0	5	103	1	0	1	0
31	tree19.jpg	6	1	0.431872	6	1	37.4821	56.49	-1	1	0	4	103	0	1	1	0
32	tree26.jpg	6	1	0.52618	6	1	68.3436	100.41	-1	1	0	4	103	0	1	1	0
33	tree35.jpg	1	1	0.677133	1	1	27.6359	50.51	-1	1	0	6	103	1	0	0	1
34	tree26.jpg	6	0	0.510745	1	2	56.558	43.45	-1	-1	0	5	103	1	0	1	0
35	tree26.jpg	6	1	0.53172	6	1	42.3536	68.72	-1	1	0	6	103	0	1	1	0
36	tree16.jpg	1	1	0.564078	1	1	52.615	84.05	-1	1	0	4	103	1	0	0	1
38	tree31.jpg	1	1	0.633787	1	1	55.7939	74.31	-1	1	0	5	103	1	0	0	1
39	tree19.jpg	6	0	0.622326	1	2	73.7466	66.13	-1	-1	0	5	103	1	0	1	0
40	tree30.jpg	6	1	0.428845	6	1	37.5967	67.02	-1	1	0	6	103	0	1	1	0
41	tree26.jpg	6	1	0.414635	6	1	38.6062	68.14	-1	1	0	7	103	0	1	1	0
42	tree26.jpg	6	1	0.678436	6	1	20.7811	46.42	-1	1	0	8	103	0	1	1	0
44	tree35.jpg	1	1	0.456046	1	1	43.2231	68.88	-1	1	0	7	103	1	0	0	1
45	tree19.jpg	6	0	0.629652	1	2	30.5997	21.33	-1	-1	0	6	103	1	0	1	0
48	tree16.jpg	1	1	0.542156	1	1	16.9576	40.69	-1	1	0	5	103	1	0	0	1
49	tree31.jpg	1	1	0.677329	1	1	33.6005	64.1	-1	1	0	6	103	1	0	0	1
50	tree16.jpg	1	0	0.652932	6	2	74.2628	65.64	-1	-1	0	6	103	0	1	0	1
51	tree16.jpg	1	0	0.491599	6	2	75.8848	65.97	-1	-1	0	7	103	0	1	0	1
52	tree31.jpg	1	1	0.635562	1	1	61.1958	89.9	-1	1	0	7	103	1	0	0	1
53	tree30.jpg	6	1	1.349876	6	1	47.9293	82.78	-1	1	0	7	103	0	1	1	0
56	tree31.jpg	1	1	0.587569	1	1	34.9101	69.27	-1	1	0	8	103	1	0	0	1
57	tree31.jpg	1	1	1.167193	1	1	46.3543	77.33	-1	1	0	9	103	1	0	0	1
58	tree26.jpg	6	0	0.649019	1	2	72.8882	67.67	-1	-1	0	9	103	1	0	1	0
59	tree26.jpg	6	0	0.638579	1	2	51.53	49.16	-1	-1	0	10	103	1	0	1	0
60	tree16.jpg	1	0	0.501071	6	2	22.1774	15.47	-1	-1	0	8	103	0	1	0	1
61	tree26.jpg	6	0	0.622191	1	2	56.1004	38.39	-1	-1	0	11	103	1	0	1	0
65	tree16.jpg	1	1	0.922095	1	1	60.5319	85.84	-1	1	0	9	103	1	0	0	1
66	tree16.jpg	1	1	0.647294	1	1	33.3184	64.14	-1	1	0	10	103	1	0	0	1
67	tree31.jpg	1	0	0.700577	6	2	37.4075	33.64	-1	-1	0	10	103	0	1	0	1
72	tree35.jpg	1	0	0.703357	6	2	54.7701	45.87	-1	-1	0	8	103	0	1	0	1
73	tree16.jpg	1	1	1.291069	1	1	46.0591	72.48	-1	1	0	11	103	1	0	0	1
74	tree35.jpg	1	0	0.636765	6	2	75.7607	70.01	-1	-1	0	9	103	0	1	0	1
75	tree31.jpg	1	1	0.72432	1	1	52.1325	82.25	-1	1	0	11	103	1	0	0	1
76	tree16.jpg	1	1	0.888395	1	1	33.2891	55.22	-1	1	0	12	103	1	0	0	1
77	tree35.jpg	1	0	0.639095	6	2	85.4183	74.85	-1	-1	0	10	103	0	1	0	1
82	tree19.jpg	6	1	0.668802	6	1	40.4538	64.66	-1	1	0	7	103	0	1	1	0
83	tree19.jpg	6	1	0.578939	6	1	62.5888	85.52	-1	1	0	8	103	0	1	1	0
84	tree35.jpg	1	1	0.648808	1	1	33.9995	60.31	-1	1	0	11	103	1	0	0	1
85	tree26.jpg	6	0	0.919884	1	2	33.6972	23.27	-1	-1	0	12	103	1	0	1	0
86	tree31.jpg	1	1	0.965444	1	1	51.0364	81.41	-1	1	0	12	103	1	0	0	1
87	tree31.jpg	1	1	0.970284	1	1	33.135	60.43	-1	1	0	13	103	1	0	0	1
88	tree30.jpg	6	0	1.204824	1	2	59.2293	48.67	-1	-1	0	8	103	1	0	1	0
90	tree19.jpg	6	1	0.521051	6	1	33.4798	59.57	-1	1	0	9	103	0	1	1	0
91	tree19.jpg	6	1	0.66192	6	1	34.0514	50.69	-1	1	0	10	103	0	1	1	0
92	tree30.jpg	6	1	0.805546	6	1	6.6437	30.57	-1	1	0	9	103	0	1	1	0
93	tree30.jpg	6	1	0.451506	6	1	26.3877	59.29	-1	1	0	10	103	0	1	1	0
95	tree16.jpg	1	1	0.400259	1	1	21.9928	42.95	-1	1	0	13	103	1	0	0	1
96	tree30.jpg	6	1	0.479401	6	1	10.7928	44.2	-1	1	0	11	103	0	1	1	0
97	tree31.jpg	1	1	0.888728	1	1	45.5946	65.42	-1	1	0	14	103	1	0	0	1
98	tree19.jpg	6	1	0.600526	6	1	42.2389	69.72	-1	1	0	11	103	0	1	1	0
99	tree19.jpg	6	1	0.442022	6	1	66.8742	102.03	-1	1	0	12	103	0	1	1	0
101	tree35.jpg	1	0	0.47497	6	2	38.2651	35.77	-1	-1	0	12	103	0	1	0	1
102	tree16.jpg	1	1	0.799547	1	1	70.9386	93.95	-1	1	0	14	103	1	0	0	1
106	tree30.jpg	6	1	1.102701	6	1	32.1429	65.8	-1	1	0	12	103	0	1	1	0
107	tree26.jpg	6	0	0.97769	1	2	72.1961	63.58	-1	-1	0	13	103	1	0	1	0
108	tree26.jpg	6	1	0.709573	6	1	70.9327	95.72	-1	1	0	14	103	0	1	1	0
110	tree31.jpg	1	1	0.882982	1	1	36.456	63.7	-1	1	0	15	103	1	0	0	1
112	tree35.jpg	1	0	1.082053	6	2	43.6257	36.29	-1	-1	0	13	103	0	1	0	1
113	tree35.jpg	1	0	1.258424	6	2	72.6268	58.68	-1	-1	0	14	103	0	1	0	1
114	tree35.jpg	1	0	0.757363	6	2	58.802	48.16	-1	-1	0	15	103	0	1	0	1
115	tree19.jpg	6	0	1.006781	1	2	41.5054	35.12	-1	-1	0	13	103	1	0	1	0
116	tree19.jpg	6	0	0.81969	1	2	63.6154	55.37	-1	-1	0	14	103	1	0	1	0
117	tree26.jpg	6	1	0.943237	6	1	16.8704	41.74	-1	1	0	15	103	0	1	1	0
119	tree30.jpg	6	1	0.87664	6	1	45.293	71.33	-1	1	0	13	103	0	1	1	0
123	tree35.jpg	1	0	0.96765	6	2	42.2269	40.95	-1	-1	0	16	103	0	1	0	1
124	tree35.jpg	1	0	1.103974	6	2	66.4594	62.34	-1	-1	0	17	103	0	1	0	1
127	tree26.jpg	6	0	0.889181	1	2	63.4066	53.56	-1	-1	0	16	103	1	0	1	0
128	tree30.jpg	6	0	0.862315	1	2	78.3957	70.24	-1	-1	0	14	103	1	0	1	0
129	tree16.jpg	1	1	0.631234	1	1	62.7148	88.5	-1	1	0	15	103	1	0	0	1
130	tree16.jpg	1	1	0.687072	1	1	10.655	35.92	-1	1	0	16	103	1	0	0	1
131	tree26.jpg	6	0	0.618737	1	2	77.7228	63.66	-1	-1	0	17	103	1	0	1	0
132	tree35.jpg	1	0	0.608842	6	2	60.9924	61.14	-1	-1	0	18	103	0	1	0	1
133	tree35.jpg	1	1	0.55234	1	1	11.6141	38.56	-1	1	0	19	103	1	0	0	1
134	tree30.jpg	6	1	1.022411	6	1	51.826	84.62	-1	1	0	15	103	0	1	1	0
135	tree30.jpg	6	1	1.075763	6	1	35.8341	63.86	-1	1	0	16	103	0	1	1	0
1	tree30.jpg	6	1	1.088145	6	1	9.4907	36.93	-1	1	0	17	103	0	1	1	0
2	tree31.jpg	1	1	0.725452	1	1	18.6775	57.31	-1	1	0	16	103	1	0	0	1
3	tree35.jpg	1	0	1.004029	6	2	54.2822	44.23	-1	-1	0	20	103	0	1	0	1
5	tree16.jpg	1	0	0.719508	6	2	66.0526	54.01	-1	-1	0	17	103	0	1	0	1
7	tree19.jpg	6	1	0.876266	6	1	43.0854	69.38	-1	1	0	15	103	0	1	1	0
8	tree19.jpg	6	0	1.520875	1	2	46.7257	34.47	-1	-1	0	16	103	1	0	1	0
9	tree31.jpg	1	1	0.985588	1	1	42.6688	61.2	-1	1	0	17	103	1	0	0	1
10	tree31.jpg	1	1	0.638734	1	1	35.3626	56.32	-1	1	0	18	103	1	0	0	1
11	tree35.jpg	1	0	0.51837	6	2	41.5394	39.72	-1	-1	0	21	103	0	1	0	1
12	tree26.jpg	6	1	0.766204	6	1	52.6487	81.17	-1	1	0	18	103	0	1	1	0
13	tree30.jpg	6	0	0.776484	1	2	66.083	46.61	-1	-1	0	18	103	1	0	1	0
14	tree30.jpg	6	0	0.98	1	2	71.3283	57	-1	-1	0	19	103	1	0	1	0
15	tree30.jpg	6	0	0.676529	1	2	45.0306	29.93	-1	-1	0	20	103	1	0	1	0
16	tree16.jpg	1	0	0.592582	6	2	52.7822	43.18	-1	-1	0	18	103	0	1	0	1
17	tree30.jpg	6	0	0.82937	1	2	85.3318	76.81	-1	-1	0	21	103	1	0	1	0
18	tree30.jpg	6	0	0.716439	1	2	51.8177	44.64	-1	-1	0	22	103	1	0	1	0
20	tree26.jpg	6	0	0.762359	1	2	64.7096	59.35	-1	-1	0	19	103	1	0	1	0
23	tree16.jpg	1	1	0.637672	1	1	17.5115	47.29	-1	1	0	19	103	1	0	0	1
24	tree31.jpg	1	1	0.885909	1	1	33.9159	54.07	-1	1	0	19	103	1	0	0	1
25	tree16.jpg	1	1	0.789558	1	1	37.7828	69.64	-1	1	0	20	103	1	0	0	1
27	tree19.jpg	6	0	1.213401	1	2	48.2602	43.52	-1	-1	0	17	103	1	0	1	0
28	tree35.jpg	1	1	0.848298	1	1	27.0394	45.8	-1	1	0	22	103	1	0	0	1
29	tree19.jpg	6	0	0.951716	1	2	63.4226	55.5	-1	-1	0	18	103	1	0	1	0
30	tree19.jpg	6	1	1.077382	6	1	32.329	56.69	-1	1	0	19	103	0	1	1	0
31	tree16.jpg	1	1	0.945577	1	1	1	34.01	-1	1	0	21	103	1	0	0	1
32	tree35.jpg	1	1	0.872358	1	1	29.8835	49.38	-1	1	0	23	103	1	0	0	1
34	tree16.jpg	1	0	1.056089	6	2	58.3022	54.23	-1	-1	0	22	103	0	1	0	1
35	tree16.jpg	1	1	1.348892	1	1	12.1348	39.6	-1	1	0	23	103	1	0	0	1
36	tree16.jpg	1	1	0.774559	1	1	71.0077	94.43	-1	1	0	24	103	1	0	0	1
37	tree30.jpg	6	0	1.267637	1	2	33.2291	17.57	-1	-1	0	23	103	1	0	1	0
38	tree30.jpg	6	1	1.264878	6	1	14.2627	34.97	-1	1	0	24	103	0	1	1	0
39	tree19.jpg	6	0	0.808807	1	2	72.3264	64.16	-1	-1	0	20	103	1	0	1	0
40	tree16.jpg	1	0	1.062151	6	2	54.9409	49.86	-1	-1	0	25	103	0	1	0	1
41	tree19.jpg	6	0	0.838152	1	2	64.6412	59.42	-1	-1	0	21	103	1	0	1	0
43	tree31.jpg	1	0	0.905708	6	2	38.2322	31.21	-1	-1	0	20	103	0	1	0	1
44	tree31.jpg	1	0	1.022421	6	2	58.3946	49.06	-1	-1	0	21	103	0	1	0	1
45	tree19.jpg	6	0	0.958156	1	2	67.0669	65.71	-1	-1	0	22	103	1	0	1	0
49	tree26.jpg	6	0	0.589858	1	2	41.5487	39.43	-1	-1	0	20	103	1	0	1	0
50	tree26.jpg	6	0	1.330812	1	2	44.541	38.66	-1	-1	0	21	103	1	0	1	0
51	tree26.jpg	6	0	0.701878	1	2	86.2017	71.29	-1	-1	0	22	103	1	0	1	0
52	tree19.jpg	6	0	0.882072	1	2	51.1817	45.26	-1	-1	0	23	103	1	0	1	0
